Date,Year,Month,Day,Country,State_Province,Confirmed_Cases,Deaths,Recovered,Active_Cases,Tests_Conducted,Vaccinated_Percentage,New_Cases_Today,New_Deaths_Today,Population_Millions,Mortality_Rate_Percent,Recovery_Rate_Percent
27-10-2025,2025,October,27,Russia,N/A,3276,51,2558,667,52922,33.21,125,1,975.31,1.56,78.08
28-10-2025,2025,October,28,Japan,N/A,5394,87,3788,1519,91093,40.27,278,6,959.61,1.61,70.23
29-10-2025,2025,October,29,Bangladesh,N/A,4086,75,2919,1092,42428,43.41,177,3,1308.78,1.84,71.44
30-10-2025,2025,October,30,UK,N/A,5490,47,4539,904,102124,40.19,327,1,831.81,0.86,82.68
31-10-2025,2025,October,31,Ukraine,N/A,4473,105,4004,364,49030,44.43,363,2,131.68,2.35,89.51
1/11/2025,2025,November,1,Spain,N/A,3537,32,2657,848,43829,37.84,153,1,1122.16,0.9,75.12
2/11/2025,2025,November,2,Australia,N/A,4134,63,3470,601,64938,40.34,73,4,1085.26,1.52,83.94
3/11/2025,2025,November,3,Turkey,N/A,5778,69,4424,1285,45029,46.46,276,3,912.52,1.19,76.57
4/11/2025,2025,November,4,Colombia,N/A,2915,56,2657,202,41766,49.45,72,3,582.46,1.92,91.15
5/11/2025,2025,November,5,Iran,N/A,4355,129,3803,423,66642,39.79,314,6,1395.57,2.96,87.32
6/11/2025,2025,November,6,Argentina,N/A,3559,80,3181,298,24444,43.68,84,5,1064.62,2.25,89.38
7/11/2025,2025,November,7,Poland,N/A,5143,153,4329,661,39122,37.61,307,5,829.12,2.97,84.17
8/11/2025,2025,November,8,Japan,N/A,3629,55,2846,728,60886,43.73,304,1,843.81,1.52,78.42
9/11/2025,2025,November,9,South Africa,N/A,2958,58,2278,622,42075,38.65,205,6,380.84,1.96,77.01
10/11/2025,2025,November,10,Ukraine,N/A,3995,26,3671,298,76248,53.38,272,1,184.89,0.65,91.89
11/11/2025,2025,November,11,Australia,N/A,3482,68,2699,715,50696,38.02,241,2,887.8,1.95,77.51
12/11/2025,2025,November,12,India,Punjab,3574,75,2812,687,33630,48.16,72,3,398.61,2.1,78.68
13-11-2025,2025,November,13,France,N/A,2915,29,2602,284,56758,47.81,189,1,319.88,0.99,89.26
14-11-2025,2025,November,14,Turkey,N/A,4460,88,3921,451,87720,43.56,167,5,993.7,1.97,87.91
15-11-2025,2025,November,15,Colombia,N/A,5264,39,3822,1403,89203,45.75,390,1,178.06,0.74,72.61
16-11-2025,2025,November,16,South Korea,N/A,3182,88,2835,259,21321,46.7,193,2,587.76,2.77,89.09
17-11-2025,2025,November,17,Japan,N/A,4888,60,4553,275,55903,43.53,65,3,1107.3,1.23,93.15
18-11-2025,2025,November,18,South Korea,N/A,4373,43,3772,558,69930,39.48,185,1,310.57,0.98,86.26
19-11-2025,2025,November,19,Spain,N/A,4213,36,3184,993,38251,49.26,187,1,106.18,0.85,75.58
20-11-2025,2025,November,20,Turkey,N/A,3777,102,3555,120,30349,49.98,250,6,756.24,2.7,94.12
21-11-2025,2025,November,21,France,N/A,4260,109,3933,218,24384,49.36,163,3,191.59,2.56,92.32
22-11-2025,2025,November,22,Bangladesh,N/A,4441,46,3245,1150,56726,41.76,45,2,882.95,1.04,73.07
23-11-2025,2025,November,23,Pakistan,N/A,4353,128,3060,1165,79624,43.53,139,5,221.14,2.94,70.3
24-11-2025,2025,November,24,Germany,N/A,5020,130,3525,1365,75508,47.58,207,1,132.55,2.59,70.22
25-11-2025,2025,November,25,Brazil,N/A,2990,45,2717,228,37975,43.86,204,2,314.82,1.51,90.87
26-11-2025,2025,November,26,Russia,N/A,3822,52,2836,934,67149,38.62,199,3,342.67,1.36,74.2
27-11-2025,2025,November,27,Australia,N/A,4053,66,2889,1098,62215,41.57,314,4,296.47,1.63,71.28
28-11-2025,2025,November,28,Spain,N/A,4987,120,3939,928,38357,47.85,179,5,450.76,2.41,78.99
29-11-2025,2025,November,29,Colombia,N/A,2811,59,2465,287,53217,36.37,72,1,1016.8,2.1,87.69
30-11-2025,2025,November,30,UK,N/A,4225,62,3490,673,77694,42.09,229,4,311.26,1.47,82.6
1/12/2025,2025,December,1,Australia,N/A,2782,16,2169,597,46986,35.14,61,0,1318.51,0.58,77.97
2/12/2025,2025,December,2,Japan,N/A,4751,70,4166,515,28738,51.13,217,4,734.08,1.47,87.69
3/12/2025,2025,December,3,South Korea,N/A,4574,107,4091,376,79897,46.27,331,2,426.65,2.34,89.44
4/12/2025,2025,December,4,Pakistan,N/A,5516,49,4106,1361,33998,38.84,391,2,30.15,0.89,74.44
5/12/2025,2025,December,5,Ukraine,N/A,1741,41,1618,82,14396,41.58,13,2,161.2,2.35,92.94
6/12/2025,2025,December,6,Bangladesh,N/A,4430,54,3905,471,70715,54.46,242,2,688.17,1.22,88.15
7/12/2025,2025,December,7,Bangladesh,N/A,3525,82,2583,860,29695,41.47,152,3,1117.65,2.33,73.28
8/12/2025,2025,December,8,Indonesia,N/A,2790,20,2106,664,23314,52.61,133,1,59.85,0.72,75.48
9/12/2025,2025,December,9,Japan,N/A,3149,62,2799,288,29792,46.1,170,4,588.98,1.97,88.89
10/12/2025,2025,December,10,Japan,N/A,2916,85,2523,308,54164,52.13,141,1,1272.22,2.91,86.52
11/12/2025,2025,December,11,Turkey,N/A,4063,50,3741,272,75250,36.87,138,2,209.58,1.23,92.07
12/12/2025,2025,December,12,Spain,N/A,3347,79,2441,827,28776,38.49,183,1,1222.58,2.36,72.93
13-12-2025,2025,December,13,South Africa,N/A,4129,78,3451,600,81926,44.53,172,3,856.73,1.89,83.58
14-12-2025,2025,December,14,India,Assam,4963,53,3686,1224,66559,43.83,423,3,1038.35,1.07,74.27
15-12-2025,2025,December,15,Colombia,N/A,3515,19,3136,360,46487,42.09,112,1,16.52,0.54,89.22
16-12-2025,2025,December,16,Poland,N/A,3277,95,2841,341,37325,41.06,306,4,78.76,2.9,86.7
17-12-2025,2025,December,17,Russia,N/A,3213,60,2326,827,42923,46.94,158,4,761.06,1.87,72.39
18-12-2025,2025,December,18,Iran,N/A,2778,70,2403,305,40183,45.51,38,1,966.68,2.52,86.5
19-12-2025,2025,December,19,Indonesia,N/A,3139,56,2507,576,40110,50.6,280,0,1018.25,1.78,79.87
20-12-2025,2025,December,20,Ukraine,N/A,3069,33,2390,646,42024,45.81,208,0,614.46,1.08,77.88
21-12-2025,2025,December,21,Ukraine,N/A,1650,14,1425,211,22063,42.78,70,0,1187.33,0.85,86.36
22-12-2025,2025,December,22,UK,N/A,2047,11,1746,290,10905,45.56,70,0,756.59,0.54,85.3
23-12-2025,2025,December,23,Indonesia,N/A,4401,93,4172,136,64701,41.64,272,4,1356.03,2.11,94.8
24-12-2025,2025,December,24,Colombia,N/A,4605,54,3685,866,51570,46.22,112,2,634.01,1.17,80.02
25-12-2025,2025,December,25,Canada,N/A,1943,9,1718,216,27745,35.34,93,0,921.08,0.46,88.42
26-12-2025,2025,December,26,UK,N/A,4970,96,4351,523,88516,42.42,247,5,786.64,1.93,87.55
27-12-2025,2025,December,27,Iran,N/A,3050,79,2315,656,29811,42.94,216,5,921.03,2.59,75.9
28-12-2025,2025,December,28,Germany,N/A,3214,64,2906,244,38986,48.92,58,1,144.94,1.99,90.42
29-12-2025,2025,December,29,South Korea,N/A,2024,19,1445,560,38898,46.24,64,1,977.25,0.94,71.39
30-12-2025,2025,December,30,Italy,N/A,4487,83,4174,230,24315,39.19,167,3,746.84,1.85,93.02
31-12-2025,2025,December,31,Spain,N/A,4031,65,3465,501,73210,42.43,17,3,1213.95,1.61,85.96
1/1/2026,2026,January,1,Mexico,N/A,3618,96,2807,715,61399,35.73,200,5,1265.63,2.65,77.58
2/1/2026,2026,January,2,Australia,N/A,4249,29,3635,585,24551,48.46,90,0,1398.49,0.68,85.55
3/1/2026,2026,January,3,Bangladesh,N/A,3835,108,3386,341,63819,50.6,37,7,63.1,2.82,88.29
4/1/2026,2026,January,4,Ukraine,N/A,4104,98,3284,722,40927,47.48,329,2,800.57,2.39,80.02
5/1/2026,2026,January,5,Spain,N/A,4102,113,3889,100,64152,54.55,235,5,100.06,2.75,94.81
6/1/2026,2026,January,6,South Africa,N/A,3848,95,2880,873,75925,54.94,239,4,536.98,2.47,74.84
7/1/2026,2026,January,7,UK,N/A,4755,71,3409,1275,66434,41.23,348,4,299.14,1.49,71.69
8/1/2026,2026,January,8,Ukraine,N/A,2926,86,2672,168,31657,36.95,131,5,935.39,2.94,91.32
9/1/2026,2026,January,9,USA,N/A,2574,50,2405,119,23854,35.37,234,1,1182.73,1.94,93.43
10/1/2026,2026,January,10,USA,N/A,3122,56,2260,806,62144,36.62,131,4,865.82,1.79,72.39
11/1/2026,2026,January,11,South Korea,N/A,8833,157,7400,1276,99059,49.05,361,5,346.53,1.78,83.78
12/1/2026,2026,January,12,France,N/A,1935,20,1444,471,34634,46.11,86,1,545.17,1.03,74.63
13-01-2026,2026,January,13,UK,N/A,4482,24,3861,597,64894,48.23,215,0,1281.55,0.54,86.14
14-01-2026,2026,January,14,India,Tamil Nadu,3450,93,2800,557,65605,42.81,88,4,769.09,2.7,81.16
15-01-2026,2026,January,15,Spain,N/A,3485,64,2570,851,41534,46.71,217,3,513.79,1.84,73.74
16-01-2026,2026,January,16,Bangladesh,N/A,4757,90,4357,310,82644,45.93,368,5,176.87,1.89,91.59
17-01-2026,2026,January,17,Mexico,N/A,2949,35,2723,191,22764,45.76,284,0,720.14,1.19,92.34
18-01-2026,2026,January,18,Spain,N/A,3296,59,2638,599,17935,37.58,231,3,724.11,1.79,80.04
19-01-2026,2026,January,19,Mexico,N/A,4242,49,3367,826,68914,50.85,219,0,1020.58,1.16,79.37
20-01-2026,2026,January,20,Mexico,N/A,3855,113,3655,87,53844,43.89,106,4,387.81,2.93,94.81
21-01-2026,2026,January,21,China,N/A,1212,28,999,185,12212,44.95,86,1,87.05,2.31,82.43
22-01-2026,2026,January,22,Bangladesh,N/A,4644,46,4247,351,44189,48.52,221,2,1297.66,0.99,91.45
23-01-2026,2026,January,23,Indonesia,N/A,3039,19,2684,336,43333,46.89,82,0,275,0.63,88.32
24-01-2026,2026,January,24,France,N/A,3238,37,2985,216,32060,40.58,33,2,104.57,1.14,92.19
25-01-2026,2026,January,25,Australia,N/A,3819,55,3420,344,62571,43.29,159,4,1150.29,1.44,89.55
26-01-2026,2026,January,26,Mexico,N/A,2948,75,2339,534,55280,31.7,168,0,1345.95,2.54,79.34
27-01-2026,2026,January,27,Germany,N/A,3754,66,2690,998,26727,46.34,173,3,433.7,1.76,71.66
28-01-2026,2026,January,28,USA,N/A,3548,88,2829,631,57384,45.09,168,4,126.29,2.48,79.74
29-01-2026,2026,January,29,Bangladesh,N/A,2861,40,2483,338,24473,39.14,85,3,638.76,1.4,86.79
30-01-2026,2026,January,30,China,N/A,4099,98,3735,266,70969,45.47,312,6,1102.96,2.39,91.12
31-01-2026,2026,January,31,Mexico,N/A,2119,32,1864,223,16709,45.06,83,2,622.14,1.51,87.97
1/2/2026,2026,February,1,Iran,N/A,3796,95,2798,903,40806,32.23,193,3,836.26,2.5,73.71
2/2/2026,2026,February,2,Iran,N/A,4262,102,3304,856,25638,35.78,129,4,259.1,2.39,77.52
3/2/2026,2026,February,3,Bangladesh,N/A,3318,27,2587,704,35207,57.23,218,1,814.41,0.81,77.97
4/2/2026,2026,February,4,South Korea,N/A,3533,78,3199,256,39946,36.25,199,4,451.47,2.21,90.55
5/2/2026,2026,February,5,Bangladesh,N/A,2567,50,1985,532,15481,47.65,65,2,259.08,1.95,77.33
6/2/2026,2026,February,6,Pakistan,N/A,3545,87,2746,712,24903,51.23,117,4,369.28,2.45,77.46
7/2/2026,2026,February,7,Italy,N/A,3346,77,2817,452,33836,46.87,229,5,867.11,2.3,84.19
8/2/2026,2026,February,8,South Korea,N/A,3611,51,3182,378,44103,39.07,267,2,290.44,1.41,88.12
9/2/2026,2026,February,9,Canada,N/A,3604,85,3361,158,55382,47.38,77,4,454.39,2.36,93.26
10/2/2026,2026,February,10,Canada,N/A,4706,111,4436,159,85526,58,203,3,358.9,2.36,94.26
11/2/2026,2026,February,11,Spain,N/A,2672,46,2208,418,15493,44.04,168,1,648.1,1.72,82.63
12/2/2026,2026,February,12,USA,N/A,1816,13,1642,161,11440,40.79,88,0,1094.16,0.72,90.42
13-02-2026,2026,February,13,Germany,N/A,4372,49,3417,906,26558,47.95,263,2,887.28,1.12,78.16
14-02-2026,2026,February,14,Brazil,N/A,4419,122,4071,226,74349,46.07,50,5,710.33,2.76,92.12
15-02-2026,2026,February,15,Russia,N/A,4846,119,4179,548,56048,39.2,248,6,597.89,2.46,86.24
16-02-2026,2026,February,16,Colombia,N/A,1412,30,1064,318,28019,44.42,19,1,921.09,2.12,75.35
17-02-2026,2026,February,17,Australia,N/A,1154,31,1064,59,13824,41.22,45,1,853.77,2.69,92.2
18-02-2026,2026,February,18,China,N/A,1670,25,1250,395,32462,39.49,18,0,324.62,1.5,74.85
19-02-2026,2026,February,19,Pakistan,N/A,3295,96,2776,423,61297,50.9,137,6,750.8,2.91,84.25
20-02-2026,2026,February,20,Australia,N/A,3355,18,2836,501,61099,40.83,127,0,1081.41,0.54,84.53
21-02-2026,2026,February,21,India,Kerala,2426,65,2073,288,26902,38.9,150,3,159.39,2.68,85.45
22-02-2026,2026,February,22,Russia,N/A,1807,23,1602,182,9726,43.47,65,0,1339.11,1.27,88.66
23-02-2026,2026,February,23,Brazil,N/A,3277,45,3111,121,42533,44.8,71,0,273.75,1.37,94.93
24-02-2026,2026,February,24,Iran,N/A,4820,86,3702,1032,39290,41.25,317,3,533.22,1.78,76.8
25-02-2026,2026,February,25,China,N/A,3552,41,2923,588,55987,46.19,160,2,110.58,1.15,82.29
26-02-2026,2026,February,26,South Africa,N/A,3410,93,2405,912,24980,50.84,128,4,903.31,2.73,70.53
27-02-2026,2026,February,27,Bangladesh,N/A,4330,33,3141,1156,70438,42.84,314,1,280.81,0.76,72.54
28-02-2026,2026,February,28,Mexico,N/A,2906,69,2408,429,54997,36.6,94,2,859.72,2.37,82.86
1/3/2026,2026,March,1,Poland,N/A,2035,26,1708,301,18697,37.68,94,0,305.21,1.28,83.93
2/3/2026,2026,March,2,Iran,N/A,3923,48,2964,911,32022,36.88,244,2,852.56,1.22,75.55
3/3/2026,2026,March,3,Bangladesh,N/A,3922,35,3367,520,44916,52.44,198,1,1384.98,0.89,85.85
4/3/2026,2026,March,4,Iran,N/A,2624,41,1919,664,15008,36.3,106,2,1301.16,1.56,73.13
5/3/2026,2026,March,5,Canada,N/A,1257,18,1103,136,7087,43.79,25,1,233.6,1.43,87.75
6/3/2026,2026,March,6,Turkey,N/A,2032,35,1829,168,20949,42.87,156,1,335.05,1.72,90.01
7/3/2026,2026,March,7,Canada,N/A,2415,66,2167,182,47298,43.23,144,6,727.04,2.73,89.73
8/3/2026,2026,March,8,Ukraine,N/A,1690,25,1376,289,32900,41.41,72,1,1118.09,1.48,81.42
9/3/2026,2026,March,9,Italy,N/A,3309,70,2787,452,51664,44.05,109,3,1347.36,2.12,84.22
10/3/2026,2026,March,10,Pakistan,N/A,3249,57,2392,800,57401,40.19,220,3,1306.22,1.75,73.62
11/3/2026,2026,March,11,China,N/A,1998,13,1670,315,26554,46.44,115,0,350.12,0.65,83.58
12/3/2026,2026,March,12,Ukraine,N/A,3199,52,2390,757,44055,44.3,195,2,428.98,1.63,74.71
13-03-2026,2026,March,13,Colombia,N/A,1791,39,1382,370,9693,45.05,74,0,235.42,2.18,77.16
14-03-2026,2026,March,14,Russia,N/A,2802,33,2622,147,17616,49.21,210,3,1016.27,1.18,93.58
15-03-2026,2026,March,15,South Africa,N/A,2127,38,1893,196,22082,38.51,131,3,1346.62,1.79,89
16-03-2026,2026,March,16,Iran,N/A,1074,18,931,125,19840,42.14,48,1,47.83,1.68,86.69
17-03-2026,2026,March,17,Japan,N/A,4941,81,4678,182,68641,39.12,208,3,1002.84,1.64,94.68
18-03-2026,2026,March,18,USA,N/A,1927,54,1627,246,32920,45.1,145,2,754.99,2.8,84.43
19-03-2026,2026,March,19,Italy,N/A,2340,14,1669,657,38465,39.58,81,0,790.19,0.6,71.32
20-03-2026,2026,March,20,Pakistan,N/A,2402,55,2012,335,29209,57.36,171,3,1361.76,2.29,83.76
21-03-2026,2026,March,21,Colombia,N/A,1417,41,1104,272,19507,46.17,89,1,397.39,2.89,77.91
22-03-2026,2026,March,22,Ukraine,N/A,171,2,134,35,2512,43.13,10,0,602.85,1.17,78.36
23-03-2026,2026,March,23,China,N/A,1386,8,1305,73,9555,46.5,66,0,823.86,0.58,94.16
24-03-2026,2026,March,24,Russia,N/A,3570,38,2895,637,51760,53.43,264,2,402.66,1.06,81.09
25-03-2026,2026,March,25,Italy,N/A,2755,76,2528,151,31389,52.87,95,2,309.23,2.76,91.76
26-03-2026,2026,March,26,UK,N/A,1700,31,1548,121,27097,49.74,68,1,896.67,1.82,91.06
27-03-2026,2026,March,27,Brazil,N/A,715,15,548,152,13365,50.69,42,0,1159.04,2.1,76.64
28-03-2026,2026,March,28,Turkey,N/A,2602,14,2273,315,22026,53.83,124,1,743.36,0.54,87.36
29-03-2026,2026,March,29,Spain,N/A,1582,8,1392,182,28808,47.86,66,0,305.46,0.51,87.99
30-03-2026,2026,March,30,Italy,N/A,1891,52,1704,135,11486,40.13,121,2,1124.46,2.75,90.11
31-03-2026,2026,March,31,Germany,N/A,1453,18,1310,125,18902,42.92,53,1,711.73,1.24,90.16
1/4/2026,2026,April,1,Brazil,N/A,4398,60,3915,423,30718,43.86,102,2,269.74,1.36,89.02
2/4/2026,2026,April,2,Indonesia,N/A,2616,23,2179,414,24126,39.22,126,0,826.56,0.88,83.3
3/4/2026,2026,April,3,Russia,N/A,1781,37,1649,95,33242,49.53,80,1,1110.65,2.08,92.59
4/4/2026,2026,April,4,Canada,N/A,2431,34,1798,599,26891,42.74,99,1,879.07,1.4,73.96
5/4/2026,2026,April,5,Mexico,N/A,2701,74,2360,267,51613,44.31,180,2,1133.44,2.74,87.38
6/4/2026,2026,April,6,Italy,N/A,2598,37,2387,174,45842,42.42,218,1,1139.92,1.42,91.88
7/4/2026,2026,April,7,China,N/A,4295,61,4075,159,82390,55.82,216,5,816.26,1.42,94.88
8/4/2026,2026,April,8,Argentina,N/A,2385,69,2048,268,36699,42.43,133,3,935.27,2.89,85.87
9/4/2026,2026,April,9,Pakistan,N/A,3874,98,3297,479,75494,44.72,85,7,1054.92,2.53,85.11
10/4/2026,2026,April,10,South Africa,N/A,2072,59,1572,441,34545,46.14,146,1,980.26,2.85,75.87
11/4/2026,2026,April,11,India,Karnataka,2981,64,2104,813,26077,45.22,268,1,240.96,2.15,70.58
12/4/2026,2026,April,12,USA,N/A,3609,83,3240,286,41918,44.85,204,4,1355.3,2.3,89.78
13-04-2026,2026,April,13,Canada,N/A,2413,41,1714,658,19030,52.01,178,1,672.05,1.7,71.03
14-04-2026,2026,April,14,Iran,N/A,1988,52,1492,444,20570,49.62,72,1,617.97,2.62,75.05
15-04-2026,2026,April,15,Pakistan,N/A,3078,29,2449,600,59568,48.75,135,1,539.38,0.94,79.56
16-04-2026,2026,April,16,Spain,N/A,2474,15,2076,383,43351,40.91,210,0,1260.13,0.61,83.91
17-04-2026,2026,April,17,Germany,N/A,2479,58,2041,380,17153,41.89,108,6,725.57,2.34,82.33
18-04-2026,2026,April,18,Indonesia,N/A,17,0,12,5,194,43.56,0,0,660.72,0,70.59
19-04-2026,2026,April,19,Japan,N/A,1327,27,1123,177,10172,45.63,60,0,1141.14,2.03,84.63
20-04-2026,2026,April,20,Ukraine,N/A,2744,42,2507,195,36930,49.18,155,1,433.44,1.53,91.36
21-04-2026,2026,April,21,Indonesia,N/A,898,15,670,213,10774,49.34,16,1,1003.62,1.67,74.61
22-04-2026,2026,April,22,Colombia,N/A,1317,39,1188,90,9302,50.96,26,1,1023.96,2.96,90.21
23-04-2026,2026,April,23,Italy,N/A,1963,14,1433,516,27007,46.34,111,0,610.74,0.71,73
24-04-2026,2026,April,24,Japan,N/A,2603,36,2384,183,14158,48.7,0,0,599.04,1.38,91.59
25-04-2026,2026,April,25,Turkey,N/A,3724,81,3521,122,48359,44.83,82,3,1339.87,2.18,94.55
26-04-2026,2026,April,26,Ukraine,N/A,1873,49,1675,149,33280,49.33,35,1,958.19,2.62,89.43
27-04-2026,2026,April,27,USA,N/A,1469,28,1332,109,14531,45.94,90,1,822.14,1.91,90.67
28-04-2026,2026,April,28,Poland,N/A,3320,69,2984,267,38948,46.97,98,2,25.36,2.08,89.88
29-04-2026,2026,April,29,France,N/A,259,6,182,71,3075,46.6,14,0,1067.46,2.32,70.27
30-04-2026,2026,April,30,China,N/A,1600,15,1332,253,9046,40.85,79,1,1360.34,0.94,83.25
1/5/2026,2026,May,1,Russia,N/A,3355,30,2586,739,56116,47.21,166,1,421.06,0.89,77.08
2/5/2026,2026,May,2,Japan,N/A,1277,30,1000,247,19796,42.16,47,1,432,2.35,78.31
3/5/2026,2026,May,3,Spain,N/A,1719,20,1381,318,27006,45.26,94,0,1372.76,1.16,80.34
4/5/2026,2026,May,4,Poland,N/A,2663,27,2382,254,40097,48.87,108,1,1078.68,1.01,89.45
5/5/2026,2026,May,5,Canada,N/A,1639,12,1163,464,16323,45.62,125,0,320.85,0.73,70.96
6/5/2026,2026,May,6,Iran,N/A,1193,19,916,258,22073,51.33,68,1,1039.77,1.59,76.78
7/5/2026,2026,May,7,Australia,N/A,1382,33,1154,195,12281,50.28,61,1,522.11,2.39,83.5
8/5/2026,2026,May,8,China,N/A,1830,35,1384,411,11331,50.21,170,1,1155.35,1.91,75.63
9/5/2026,2026,May,9,Indonesia,N/A,2985,64,2327,594,34230,44.17,149,4,1081.8,2.14,77.96
10/5/2026,2026,May,10,France,N/A,1869,12,1477,380,16827,45.25,43,0,910.69,0.64,79.03
11/5/2026,2026,May,11,UK,N/A,1429,35,1197,197,27576,51.78,58,2,1339.55,2.45,83.76
12/5/2026,2026,May,12,Spain,N/A,2252,17,1850,385,32689,46.7,69,1,329.54,0.75,82.15
13-05-2026,2026,May,13,Canada,N/A,1565,21,1128,416,27863,51.18,98,0,4.18,1.34,72.08
14-05-2026,2026,May,14,France,N/A,1816,39,1375,402,12863,43.69,49,1,62.21,2.15,75.72
15-05-2026,2026,May,15,China,N/A,1004,10,704,290,19604,54.46,63,0,833.32,1,70.12
16-05-2026,2026,May,16,South Korea,N/A,1860,20,1497,343,19257,50.73,151,0,723.83,1.08,80.48
17-05-2026,2026,May,17,Germany,N/A,2969,33,2440,496,25375,42.15,165,1,865.21,1.11,82.18
18-05-2026,2026,May,18,Poland,N/A,3202,31,2274,897,30681,49.86,135,1,27.58,0.97,71.02
19-05-2026,2026,May,19,Poland,N/A,2260,42,1717,501,30177,42.52,153,0,1148.96,1.86,75.97
20-05-2026,2026,May,20,Italy,N/A,975,15,748,212,17465,52.33,59,0,1371.23,1.54,76.72
21-05-2026,2026,May,21,Iran,N/A,1161,32,865,264,21695,43.46,35,0,934.87,2.76,74.5
22-05-2026,2026,May,22,Turkey,N/A,1609,25,1427,157,28316,47.36,103,1,59.29,1.55,88.69
23-05-2026,2026,May,23,Brazil,N/A,2401,30,1833,538,13793,47.2,85,0,804.73,1.25,76.34
24-05-2026,2026,May,24,Indonesia,N/A,2325,40,1822,463,40449,43.19,186,0,1282.19,1.72,78.37
25-05-2026,2026,May,25,Canada,N/A,1080,14,952,114,20357,49.01,57,0,704.31,1.3,88.15
26-05-2026,2026,May,26,Ukraine,N/A,1394,21,1230,143,12435,45.61,52,1,772.36,1.51,88.24
27-05-2026,2026,May,27,Ukraine,N/A,441,11,366,64,8011,49.7,12,0,586.67,2.49,82.99
28-05-2026,2026,May,28,South Korea,N/A,662,16,511,135,6631,45.07,36,0,72.66,2.42,77.19
29-05-2026,2026,May,29,Canada,N/A,1973,51,1854,68,27783,44.95,99,2,472.29,2.58,93.97
30-05-2026,2026,May,30,South Africa,N/A,713,14,583,116,6535,45.98,41,0,100.23,1.96,81.77
31-05-2026,2026,May,31,Poland,N/A,1447,23,1374,50,20505,45.92,46,1,481.3,1.59,94.96
1/6/2026,2026,June,1,France,N/A,2043,20,1842,181,21522,53.32,45,1,789.2,0.98,90.16
2/6/2026,2026,June,2,Iran,N/A,1837,49,1371,417,25442,47.81,104,4,183.72,2.67,74.63
3/6/2026,2026,June,3,Ukraine,N/A,722,15,650,57,13858,52.51,49,0,653.52,2.08,90.03
4/6/2026,2026,June,4,UK,N/A,1008,13,863,132,5836,47.12,11,0,1163.34,1.29,85.62
5/6/2026,2026,June,5,Ukraine,N/A,98,1,90,7,1626,51.44,2,0,50.95,1.02,91.84
6/6/2026,2026,June,6,China,N/A,519,5,484,30,2952,45.67,34,0,236.38,0.96,93.26
7/6/2026,2026,June,7,Colombia,N/A,1694,16,1278,400,32608,56.89,165,1,1015.5,0.94,75.44
8/6/2026,2026,June,8,South Korea,N/A,720,11,625,84,6480,48.43,42,0,805.53,1.53,86.81
9/6/2026,2026,June,9,Canada,N/A,1832,54,1652,126,22039,50.75,109,4,676.23,2.95,90.17
10/6/2026,2026,June,10,South Korea,N/A,813,17,716,80,8415,51.26,43,1,581.14,2.09,88.07
11/6/2026,2026,June,11,Mexico,N/A,212,5,190,17,2633,59.68,6,0,16.45,2.36,89.62
12/6/2026,2026,June,12,Colombia,N/A,1782,49,1336,397,28305,44.13,92,2,934.94,2.75,74.97
13-06-2026,2026,June,13,Pakistan,N/A,520,12,405,103,6419,51.87,19,0,669.18,2.31,77.88
14-06-2026,2026,June,14,France,N/A,1145,15,894,236,10351,54.71,51,0,870.05,1.31,78.08
15-06-2026,2026,June,15,Colombia,N/A,1344,11,1071,262,20971,42.92,62,0,757.36,0.82,79.69
16-06-2026,2026,June,16,Russia,N/A,223,4,205,14,2061,41.72,12,0,1046.95,1.79,91.93
17-06-2026,2026,June,17,Japan,N/A,777,14,600,163,6943,55.59,48,0,239.47,1.8,77.22
18-06-2026,2026,June,18,India,Telangana,945,9,728,208,17067,48.68,62,0,1193.34,0.95,77.04
19-06-2026,2026,June,19,Argentina,N/A,402,5,328,69,3694,52.28,26,0,53.27,1.24,81.59
20-06-2026,2026,June,20,Japan,N/A,755,15,567,173,6690,44.62,46,1,786,1.99,75.1
21-06-2026,2026,June,21,India,Telangana,9,0,6,3,84,49.52,0,0,412.33,0,66.67
22-06-2026,2026,June,22,Spain,N/A,709,9,627,73,11956,50.2,42,0,202.26,1.27,88.43
23-06-2026,2026,June,23,Colombia,N/A,416,9,296,111,2583,34.22,19,0,59.55,2.16,71.15
24-06-2026,2026,June,24,Bangladesh,N/A,3606,99,2921,586,68991,50.13,314,3,364.19,2.75,81
25-06-2026,2026,June,25,Brazil,N/A,911,10,703,198,13818,53.33,33,0,428.06,1.1,77.17
26-06-2026,2026,June,26,Argentina,N/A,238,2,205,31,3895,47.53,15,0,626.1,0.84,86.13
27-06-2026,2026,June,27,UK,N/A,1901,44,1798,59,17923,45.04,131,2,811.75,2.31,94.58
28-06-2026,2026,June,28,Poland,N/A,1623,48,1460,115,29266,39.3,50,2,44.41,2.96,89.96
29-06-2026,2026,June,29,UK,N/A,1032,15,826,191,10671,46.09,69,0,1061.44,1.45,80.04
30-06-2026,2026,June,30,Poland,N/A,336,7,270,59,6474,49.32,17,0,903.04,2.08,80.36
1/7/2026,2026,July,1,Indonesia,N/A,829,11,688,130,4564,44.42,26,0,195.03,1.33,82.99
2/7/2026,2026,July,2,USA,N/A,462,4,371,87,8738,53.41,31,0,1262.92,0.87,80.3
3/7/2026,2026,July,3,Brazil,N/A,571,12,486,73,8950,52.33,33,0,37.8,2.1,85.11
