Record_ID,Date,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,AQI_Category,Temperature_C,Humidity_%,Wind_Speed_kmph
2550,13-01-2024,Jaipur,152,205.1,2.7,6.8,0.38,40,369,Very Poor,24,62.9,5.8
2551,13-01-2024,Delhi,94,172.7,62.4,20.8,0.89,63.1,246,Poor,31.7,53.6,1
2552,13-01-2024,Delhi,43.1,60.8,46.1,3.8,0.19,64.3,91,Satisfactory,32.8,20.8,4
2553,13-01-2024,Hyderabad,85.7,115,24.5,7.5,1.09,44.8,148,Moderate,21.7,32.5,4.1
2554,13-01-2024,Jaipur,115.8,169.9,71.3,5.3,1.75,56.2,270,Poor,27.3,76.6,5.1
2555,13-01-2024,Chennai,43.5,80.6,11.2,7.8,0.38,26.4,66,Satisfactory,31.9,42.9,2.8
2556,13-01-2024,Bengaluru,49.6,81.6,28.3,8.9,0.84,16.3,76,Satisfactory,32.1,57.9,6.1
2557,13-01-2024,Chennai,53.2,97,8,10.1,0.39,23.2,72,Satisfactory,18.3,22.5,4.7
2558,14-01-2024,Jaipur,150.2,214.4,20.4,4.8,1.24,40.7,334,Very Poor,28.1,49,0.7
2559,14-01-2024,Lucknow,177.8,291.5,9.3,8.8,1.72,44.9,368,Very Poor,19,45.1,3.9
2560,14-01-2024,Jaipur,76.4,109.5,30.7,7.1,1.92,6.2,120,Moderate,26.6,53.4,2.7
2561,14-01-2024,Pune,78.4,106.8,24.3,6.5,0.1,82.1,165,Moderate,22.1,66.7,0.9
2562,14-01-2024,Chennai,98.7,178.4,22.6,14.8,1.19,6.7,237,Poor,31,54.7,3
2563,14-01-2024,Mumbai,55.3,97.4,25.3,9.4,1.21,34.9,54,Satisfactory,30.5,61.2,1.7
2564,15-01-2024,Mumbai,129.8,240.4,16.1,19.5,1.75,8.8,380,Very Poor,25.6,41.1,7.5
2565,15-01-2024,Ahmedabad,59.1,112.1,30.9,5.4,2.22,20.3,76,Satisfactory,30.9,29.4,2.1
2566,15-01-2024,Bengaluru,26.4,42.5,21.5,10.2,0.15,51.8,3,Good,27.7,21.8,0.2
2567,15-01-2024,Delhi,82.7,151.7,81.4,10.3,1.33,36,158,Moderate,27.9,91.9,3.2
2568,15-01-2024,Pune,53.8,92.8,10.8,3.5,0.48,35,70,Satisfactory,28.2,75.2,5.1
2569,15-01-2024,Delhi,27.9,49.8,42.8,9.9,0.67,40.4,2,Good,34.1,49.1,6.8
2570,15-01-2024,Mumbai,86.9,147.8,16.5,2.2,0.97,30.5,188,Moderate,30.2,45,2.1
2571,15-01-2024,Kolkata,139.9,210.5,26.8,3,0.57,34.9,321,Very Poor,41.4,67.9,1.7
2572,15-01-2024,Jaipur,45.1,80.5,5.5,9.5,1.85,17.2,55,Satisfactory,25.8,57.5,3.3
2573,15-01-2024,Lucknow,25.1,36.4,52,5.9,0.43,48.5,6,Good,28.4,91.7,2.4
2574,16-01-2024,Mumbai,141.8,240.1,15.5,11.7,0.18,22.1,332,Very Poor,29.3,80.9,1.9
2575,16-01-2024,Kolkata,105.2,190.4,22.6,4.1,1.28,38.2,238,Poor,21.5,61.6,1.5
2576,16-01-2024,Chennai,61.5,109.8,8.5,5.4,0.18,21.6,160,Moderate,28.5,33.5,3.4
2577,16-01-2024,Chennai,90.8,137.4,23.2,12.3,1.04,37,281,Poor,32.1,45.6,3.4
2578,16-01-2024,Pune,79.9,115.1,69.9,9.2,0.92,27.5,121,Moderate,16.8,76.7,1.6
2579,16-01-2024,Mumbai,17.5,24.5,61.9,5.5,0.5,30.4,23,Good,33,90.5,6.2
2580,16-01-2024,Chennai,100.4,148.2,9.2,3,0.88,37,227,Poor,21.7,22.7,4.8
2581,16-01-2024,Bengaluru,81.5,153.8,19.8,2.8,0.81,29.9,191,Moderate,24.3,45.6,3
2582,17-01-2024,Delhi,124.8,163.9,31.2,4.2,3.1,26.7,307,Very Poor,19.8,51.6,2
2583,17-01-2024,Hyderabad,43.8,61.6,25.9,20.5,1.14,23.6,91,Satisfactory,35.4,26.5,4.4
2584,17-01-2024,Pune,78.4,124.2,28.8,6.6,0.75,66.8,128,Moderate,28.8,58.6,5.3
2585,17-01-2024,Lucknow,60.1,93.7,72.8,10.1,0.92,29.9,121,Moderate,23.1,35.9,1.5
2586,17-01-2024,Jaipur,207.8,353.1,52.2,5.5,1.43,26,391,Very Poor,29.1,37.7,3.6
2587,17-01-2024,Ahmedabad,96,143.7,43.6,6.6,1.67,24.9,253,Poor,31.1,74.5,4
2588,17-01-2024,Delhi,102.2,155.7,55.4,5.2,1.08,24,278,Poor,24.5,29.4,1.1
2589,17-01-2024,Kolkata,138.5,218.1,47.1,1.5,0.87,36.8,350,Very Poor,27.2,48.7,3.2
2590,18-01-2024,Jaipur,125.4,227.9,23.9,13.2,2.2,70.2,347,Very Poor,29.9,83.8,2.6
2591,18-01-2024,Bengaluru,116,196.8,18.9,7,0.3,26.2,242,Poor,29.1,20.9,4
2592,18-01-2024,Ahmedabad,120.8,171.6,14.2,26.7,1.28,23.5,379,Very Poor,37.8,49.7,1.2
2593,18-01-2024,Delhi,134.1,206.2,16,1.9,0.67,10.4,337,Very Poor,25.5,20.1,2
2594,18-01-2024,Kolkata,34.7,61.2,23.3,52.8,1.78,69.1,81,Satisfactory,34.6,91,4.8
2595,19-01-2024,Hyderabad,31.2,54.3,44.5,7.5,0.21,35.5,77,Satisfactory,25.2,64.2,1.3
2596,19-01-2024,Kolkata,90.1,145.4,48.6,9.2,0.79,58.8,204,Poor,26.9,24.8,1.5
2597,19-01-2024,Delhi,93.6,158.8,66.5,3.4,0.81,16.7,246,Poor,24.3,62.7,3
2598,19-01-2024,Lucknow,33.9,48.3,21,2.9,1.23,19.5,99,Satisfactory,30.6,66,2.7
2599,19-01-2024,Ahmedabad,74.7,114.9,25,12.5,0.44,79,138,Moderate,23.2,32.9,1.2
2600,19-01-2024,Lucknow,119,160.3,87,24.1,0.92,36.1,239,Poor,28.6,78.8,5.5
2601,19-01-2024,Delhi,141.8,237.8,10,19.5,1.47,24.7,370,Very Poor,31.9,26.3,7.4
2602,20-01-2024,Bengaluru,90.9,156.1,19,9.4,0.58,27.3,259,Poor,17.7,43.4,1.9
2603,20-01-2024,Hyderabad,81.3,108.7,14.7,1.7,2.36,36.8,176,Moderate,19.8,62.6,0.9
2604,20-01-2024,Pune,53,74.5,23.4,6.1,0.13,50.2,67,Satisfactory,27.1,65.3,4.5
2605,20-01-2024,Chennai,62.1,112.9,2.6,4.4,0.33,23.6,194,Moderate,29.4,53.4,5.5
2606,20-01-2024,Kolkata,173.8,251.1,10.2,3.5,1.05,59.8,360,Very Poor,13.2,40.2,0.6
2607,20-01-2024,Bengaluru,62.3,110,4.6,5.6,0.66,44.6,159,Moderate,24.4,43.4,2.4
2608,20-01-2024,Lucknow,89.2,164.7,31.1,3,0.78,27.6,183,Moderate,34.3,20.9,3.3
2609,21-01-2024,Pune,89.4,167.6,16,6.4,0.6,5,153,Moderate,24.7,49,1.2
2610,21-01-2024,Jaipur,71.3,119.3,33.1,1.7,0.87,18.8,156,Moderate,34.4,33.1,6.7
2611,21-01-2024,Lucknow,155.2,219.6,11.2,20,0.2,19.7,302,Very Poor,33.7,27.2,5.9
2612,21-01-2024,Ahmedabad,71.9,117.6,12.4,7.5,0.1,22,102,Moderate,22.6,77.9,7.2
2613,21-01-2024,Hyderabad,36.3,47.3,31.4,7.1,0.35,67.4,54,Satisfactory,37.4,44.8,4.5
2614,21-01-2024,Mumbai,111.2,162.2,17.2,1.1,2.13,44.7,281,Poor,22.8,38.8,1.3
2615,21-01-2024,Hyderabad,37.6,64.6,7.3,3.6,0.45,21.4,76,Satisfactory,27.7,36.7,3.6
2616,21-01-2024,Lucknow,126.8,218,36.9,8.7,0.56,15,306,Very Poor,39.4,86.8,3.8
2617,21-01-2024,Mumbai,80.3,150.4,9.5,4.3,0.95,27.4,128,Moderate,25.8,40.8,0.7
2618,21-01-2024,Mumbai,82.3,128.9,27.1,5.6,0.29,12.4,157,Moderate,25.6,36.5,5.1
2619,22-01-2024,Lucknow,82,125.8,18.6,7.2,1.96,49.3,108,Moderate,26.4,51.9,2.7
2620,22-01-2024,Lucknow,153.2,205.9,15.9,5.9,0.63,14.7,302,Very Poor,25.4,87.8,3.5
2621,22-01-2024,Hyderabad,86.9,136.6,7.6,7.6,1.11,13.2,178,Moderate,13.8,39.9,4.8
2622,22-01-2024,Delhi,211.7,283.3,56.2,20.1,0.53,71.4,322,Very Poor,25.4,20.5,5
2623,22-01-2024,Lucknow,112.7,203.1,77.9,14.5,0.31,60.9,238,Poor,36.2,65.4,2.2
2624,22-01-2024,Jaipur,170.8,256.1,9.3,2.2,0.78,50.8,363,Very Poor,25.6,80.2,1.6
2625,22-01-2024,Pune,146.7,270.8,4.2,10.4,0.48,6.4,373,Very Poor,38.3,27.2,2.6
2626,22-01-2024,Delhi,58.6,83.6,57.4,20.6,0.18,65.8,59,Satisfactory,19.8,31.4,4.9
2627,22-01-2024,Jaipur,73.1,99.3,26.1,3,2.74,34.8,151,Moderate,30.4,31.5,1.1
2628,22-01-2024,Lucknow,17,23.9,20.5,6.9,0.72,25,33,Good,29.6,82.9,1.4
2629,23-01-2024,Kolkata,40.8,65.5,14.2,5.7,1.29,27,54,Satisfactory,25.4,69.7,1.9
2630,23-01-2024,Delhi,186.8,249.4,29.9,10,0.41,24,361,Very Poor,22.5,85.6,0.5
2631,23-01-2024,Lucknow,228.4,310.4,15.8,8.4,1.81,88,324,Very Poor,29.8,67.5,0.9
2632,23-01-2024,Kolkata,164.3,309,41.8,45.2,3.13,69.5,325,Very Poor,31.3,24.1,3.3
2633,24-01-2024,Hyderabad,50.4,69.4,12,10.2,0.85,45.5,95,Satisfactory,27.2,93.2,2.5
2634,24-01-2024,Jaipur,64.9,89,32.3,13,1.48,25.8,199,Moderate,26.5,37,3.7
2635,24-01-2024,Ahmedabad,48.2,78.2,27.7,1,0.81,42.1,68,Satisfactory,27.4,37.3,1.9
2636,25-01-2024,Lucknow,184.6,349.2,75.9,16.5,1.76,8.1,313,Very Poor,34.3,62.3,3.9
2637,25-01-2024,Chennai,38.3,53.9,16.5,1,1.41,23.2,60,Satisfactory,32.7,65.8,1.9
2638,25-01-2024,Lucknow,42.4,63.3,69.3,10.9,1.41,91.8,89,Satisfactory,20.4,58,3.7
2639,25-01-2024,Bengaluru,173.1,230.4,16.8,4.2,0.17,60.7,313,Very Poor,22.7,33.7,2.1
2640,25-01-2024,Hyderabad,227.6,310,12.4,8.9,0.34,122.5,387,Very Poor,31.6,64.8,0.6
2641,25-01-2024,Delhi,166.7,255,24.2,14.9,2.09,15.6,321,Very Poor,27.1,94.3,4.9
2642,25-01-2024,Kolkata,58.5,92.8,7,12.9,1.91,30.1,96,Satisfactory,28.7,93.3,3.9
2643,25-01-2024,Ahmedabad,32.3,47.8,22.5,3.9,0.71,84.7,66,Satisfactory,30.7,48.2,1.2
2644,25-01-2024,Chennai,27.8,46.2,20.6,16.4,1.21,32.1,17,Good,23.6,45.6,5
2645,26-01-2024,Bengaluru,87.3,146,11.9,2,0.16,35.6,151,Moderate,26,61.2,0.7
2646,26-01-2024,Pune,128.5,191,39.4,3.1,2.15,71.5,375,Very Poor,22.3,20.7,1.3
2647,26-01-2024,Kolkata,50.5,72.4,32.3,1,3.46,16.2,93,Satisfactory,29.3,47.5,1
2648,26-01-2024,Delhi,97.7,132.6,54.3,7.8,1.18,16.6,212,Poor,28.7,75.2,3.5
2649,26-01-2024,Bengaluru,29.3,51.6,23.5,4.1,0.22,39.9,45,Good,20,65.6,0.9
2650,26-01-2024,Chennai,63.4,114.8,18.4,17.7,0.48,42.6,127,Moderate,19.4,65.4,4.2
2651,26-01-2024,Lucknow,32.1,55.1,62.3,8.9,0.99,58.8,98,Satisfactory,16.2,69.9,3.2
2652,26-01-2024,Ahmedabad,173.3,259.8,16.2,4.1,0.65,6.3,362,Very Poor,23.5,34.1,1.9
2653,27-01-2024,Lucknow,266.5,386.3,12.5,5.7,0.69,35.8,427,Severe,22.4,50.9,0.4
2654,27-01-2024,Delhi,209,381,25.7,20.5,2.93,35.7,350,Very Poor,27.2,28.1,2.1
2655,27-01-2024,Mumbai,199.5,290.4,27.8,1,0.41,26.7,317,Very Poor,20.8,65.8,3
2656,27-01-2024,Kolkata,125.1,163.9,17.7,15.7,0.33,82.1,382,Very Poor,31.2,86.6,2.4
2657,27-01-2024,Mumbai,56.9,81.4,21.1,14,0.88,37.1,87,Satisfactory,33.4,77.3,1.4
2658,27-01-2024,Pune,51.7,73,23.2,2.8,0.36,83.1,62,Satisfactory,26.1,41,1.5
2659,27-01-2024,Pune,56.6,85.6,61.1,5.5,1.11,38.8,79,Satisfactory,36.9,22,1.3
2660,27-01-2024,Pune,52.9,82.6,22.2,3.2,1.58,54.4,82,Satisfactory,35.5,49.1,2.3
2661,28-01-2024,Hyderabad,161.4,257.3,24.2,8.1,1.18,42.7,391,Very Poor,20,35.4,5.1
2662,28-01-2024,Lucknow,36.1,49.9,39.4,9.2,1.63,48.4,52,Satisfactory,36.5,90.9,2.8
2663,28-01-2024,Pune,23.8,44.6,17.8,10,1.46,26.6,13,Good,25.5,46.2,8.4
2664,28-01-2024,Bengaluru,53.4,89.1,14.9,4.2,1.12,27.9,99,Satisfactory,22.3,72,5.2
2665,28-01-2024,Pune,88.4,121.8,4.8,3.9,0.94,31.8,108,Moderate,26.1,51.9,0.4
2666,28-01-2024,Hyderabad,37.8,61,41.8,1.3,0.22,69.9,89,Satisfactory,37.3,46.3,2.5
2667,28-01-2024,Pune,125.6,184.2,16.9,13,0.72,21.4,335,Very Poor,35.5,34.8,1.4
2668,28-01-2024,Ahmedabad,95.4,173.1,18.8,8.7,0.68,33.5,216,Poor,36.3,51.5,2.2
2669,29-01-2024,Hyderabad,16.5,27.6,27.5,9.9,1.05,20.2,44,Good,28.9,61.2,1.2
2670,29-01-2024,Kolkata,155.3,255.4,42.7,29.4,1.4,10.1,330,Very Poor,33.2,67.3,2
2671,29-01-2024,Kolkata,56.1,99.6,20.2,3.1,1.18,12.4,94,Satisfactory,37.9,21.5,0.7
2672,29-01-2024,Bengaluru,58.2,102.4,16.9,2,0.6,27.1,72,Satisfactory,25.6,49.8,3.2
2673,30-01-2024,Lucknow,109.2,186.7,34.1,7.5,2.38,37.2,277,Poor,22.5,71.4,1.5
2674,30-01-2024,Kolkata,56.2,73.2,51.3,16.6,1.84,19.5,57,Satisfactory,27,74.4,1.3
2675,30-01-2024,Hyderabad,47.4,65.7,11.1,10.9,0.53,31.5,77,Satisfactory,30.1,65.8,4.5
2676,30-01-2024,Lucknow,112.1,211.8,41.2,9,0.5,27.6,255,Poor,19.2,28.8,5
2677,30-01-2024,Mumbai,91.9,120.6,33.3,5,0.85,58.6,286,Poor,31.5,55.1,7.1
2678,30-01-2024,Chennai,129.5,237.8,20.7,1.2,0.2,11.8,330,Very Poor,33,47.8,9.9
2679,30-01-2024,Mumbai,51.5,97.8,22.1,6.5,1.08,15.1,60,Satisfactory,25.7,60.9,2.5
2680,30-01-2024,Bengaluru,59.7,80.8,36.4,1.7,0.22,17.2,82,Satisfactory,29.2,39.9,1.3
2681,31-01-2024,Bengaluru,36.1,59,22.1,4.3,0.87,20.4,62,Satisfactory,17.9,74.9,1.8
2682,31-01-2024,Hyderabad,151.6,256.1,2.8,2.2,1.14,16.1,306,Very Poor,25.3,25.5,1.4
2683,31-01-2024,Kolkata,39.9,56.7,53.9,22.4,1.28,15.2,56,Satisfactory,21.1,57.3,1.5
2684,31-01-2024,Bengaluru,103.5,137.2,9.2,1.7,0.62,15,220,Poor,26.1,53.7,0.8
2685,31-01-2024,Chennai,21.2,33.6,4.6,10.1,0.22,21.5,12,Good,31.2,63.9,0.6
2686,1/2/2024,Bengaluru,46,64.7,15.1,16.3,1.88,99,70,Satisfactory,27.9,93.6,1.3
2687,1/2/2024,Lucknow,68.3,119,11,19.9,1.97,50.5,144,Moderate,27.1,85,2.4
2688,1/2/2024,Jaipur,106.5,169.6,18.7,7.2,0.19,23.4,294,Poor,28.9,25.1,0.4
2689,1/2/2024,Hyderabad,32.3,42.8,52.7,4,1.01,39.3,98,Satisfactory,24.9,62.9,4.1
2690,1/2/2024,Chennai,53.5,88.7,22.7,2.1,0.58,88.5,91,Satisfactory,32.3,83.8,3.9
2691,1/2/2024,Ahmedabad,115.6,191,19.4,1.7,0.58,31,247,Poor,41.4,20.5,3.8
2692,1/2/2024,Lucknow,112.4,200.7,12.1,27.4,3.85,80.4,247,Poor,30,45.6,0.6
2693,1/2/2024,Ahmedabad,112.5,207,13.5,6.4,0.72,20.4,277,Poor,25.5,64.6,3
2694,1/2/2024,Ahmedabad,62.1,89.3,23.3,6.2,1.73,22.2,194,Moderate,35,60.3,3.8
2695,2/2/2024,Lucknow,108.5,199.6,31.8,5,0.57,33.2,201,Poor,33.1,82.8,0.5
2696,2/2/2024,Jaipur,80,123.8,29.8,25.8,0.9,43.2,160,Moderate,30.8,21.9,5.5
2697,2/2/2024,Hyderabad,38.2,57.9,27.9,4.9,1.86,19.6,55,Satisfactory,20.2,23,1.1
2698,2/2/2024,Chennai,120,226.3,28.4,15.5,0.33,28.7,259,Poor,34,24.9,2.2
2699,2/2/2024,Jaipur,120.6,212.9,4.4,2.4,0.3,43.2,398,Very Poor,38.7,59.9,4.7
2700,3/2/2024,Jaipur,68.8,94.6,33.8,16,0.3,15.8,185,Moderate,27.1,68,2.4
2701,3/2/2024,Jaipur,91.5,153.6,27,1.3,1.68,18.9,212,Poor,30,64.7,2.2
2702,3/2/2024,Pune,38,66.4,33.6,11.3,1.39,38.3,72,Satisfactory,35.1,58.3,0.5
2703,3/2/2024,Bengaluru,75,133,9.6,5.5,0.67,62.9,192,Moderate,24.4,86.4,4.8
2704,3/2/2024,Mumbai,96.1,147.1,16.3,6.9,0.33,12.7,205,Poor,28.5,21.5,1.2
2705,3/2/2024,Mumbai,39,67.6,26.4,4.7,0.89,27.5,74,Satisfactory,34.3,48.7,0.3
2706,3/2/2024,Hyderabad,34.7,57.5,9.1,22.9,0.19,59.3,59,Satisfactory,20.4,20.2,8
2707,3/2/2024,Jaipur,92.7,143.4,33.3,19.8,0.78,16.4,258,Poor,28.3,41.8,2.1
2708,4/2/2024,Ahmedabad,125.4,173.4,22.2,38.2,2.47,45.6,360,Very Poor,27.1,86.1,2.6
2709,4/2/2024,Bengaluru,92.3,122.1,20.4,5.3,0.92,18.1,295,Poor,33,28.6,5
2710,4/2/2024,Hyderabad,54.7,82.4,16.1,6.3,1.39,34.5,66,Satisfactory,29.2,27.3,1.2
2711,4/2/2024,Chennai,41.5,57,17.3,5.9,1.23,25.3,52,Satisfactory,25.4,78.3,2.8
2712,4/2/2024,Mumbai,68.6,107.7,5.2,1,2.09,40.1,123,Moderate,13.2,34.4,6.4
2713,4/2/2024,Hyderabad,159.3,233.9,20.2,4.5,1,37.9,325,Very Poor,22.2,46,2.4
2714,4/2/2024,Mumbai,67.5,92,41.9,7.7,0.45,52.9,165,Moderate,29.2,34.8,5.9
2715,5/2/2024,Chennai,58.1,87.9,36.9,1.7,0.84,18.1,56,Satisfactory,28.1,23.1,5.1
2716,5/2/2024,Hyderabad,44.2,82.4,57,7.4,0.15,44,85,Satisfactory,26.8,89.5,5.4
2717,5/2/2024,Jaipur,105.5,200.4,41.3,27.8,0.41,20.6,207,Poor,32.2,93.9,1.6
2718,5/2/2024,Kolkata,137.8,223.9,27.5,4.4,2.11,53.9,377,Very Poor,30.9,32,3.4
2719,5/2/2024,Lucknow,58.5,85.6,37,17.3,0.85,35.4,59,Satisfactory,34.7,24.3,6.2
2720,5/2/2024,Kolkata,27.3,45.8,24.2,1,0.67,27,7,Good,29.2,90.7,1.4
2721,5/2/2024,Kolkata,141.2,201,44.2,14.9,1.78,10.6,336,Very Poor,28.3,77.3,1.2
2722,5/2/2024,Ahmedabad,82.5,119.4,32.1,3.7,1.01,48.2,115,Moderate,23.5,94.9,2.8
2723,5/2/2024,Jaipur,94.1,124.6,30.7,6.7,1.42,41.9,282,Poor,32.2,33.6,0.8
2724,5/2/2024,Chennai,107.6,152.1,12.5,1.8,0.42,12,289,Poor,20.7,22.6,3.6
2725,5/2/2024,Mumbai,90.2,122.3,16.9,14.7,0.78,50.6,206,Poor,28.3,75.6,3.2
2726,5/2/2024,Lucknow,129.4,195.4,42.2,12.1,1.41,64.1,397,Very Poor,22.9,60.9,4.3
2727,5/2/2024,Bengaluru,72.1,109.1,19.7,2.6,1.07,20.2,114,Moderate,34.8,32.9,1.4
2728,5/2/2024,Bengaluru,44.6,83.7,15.7,7.3,1.16,22.2,77,Satisfactory,43.4,76.1,2.1
2729,5/2/2024,Bengaluru,58.8,100.7,30.7,3.9,0.86,29.5,96,Satisfactory,34.8,93.6,1.6
2730,6/2/2024,Jaipur,109.8,159.8,8.5,11.8,1.16,11.6,275,Poor,25.6,81.3,3.4
2731,6/2/2024,Kolkata,27.6,41.5,29.9,1.5,1.91,29.7,28,Good,27.5,22,2.1
2732,6/2/2024,Jaipur,94.6,135.2,50.7,5.6,0.99,9.4,274,Poor,22.9,51.8,5.3
2733,6/2/2024,Lucknow,223.2,311,19.9,13.9,1.72,40.8,351,Very Poor,21.8,33.4,1.3
2734,6/2/2024,Pune,71.1,121.7,16.2,5,1.69,46.2,126,Moderate,28.7,29.1,1
2735,7/2/2024,Kolkata,94.5,144.4,36.1,8.4,0.93,12.8,239,Poor,30.2,58.2,2.1
2736,7/2/2024,Bengaluru,53.5,74,44.5,3.5,1.02,53.9,99,Satisfactory,25.6,28.2,3.1
2737,7/2/2024,Hyderabad,103.9,171.1,32.4,15.2,0.99,5.6,206,Poor,21.7,38,0.4
2738,7/2/2024,Lucknow,159.7,226.3,30.6,10.6,0.79,29.5,362,Very Poor,33.2,43.6,3
2739,7/2/2024,Kolkata,132.8,247.6,17.6,9,1.19,26.1,348,Very Poor,28.2,33.6,1.8
2740,7/2/2024,Chennai,53.1,91.7,34.6,20.9,0.81,28.1,66,Satisfactory,25.7,61.8,6
2741,7/2/2024,Jaipur,56.9,80.4,45.6,20,0.64,53.8,53,Satisfactory,34.6,74,12.6
2742,8/2/2024,Bengaluru,54.3,90.8,30.8,5.1,0.32,25,93,Satisfactory,29.8,39,1.3
2743,8/2/2024,Ahmedabad,63.5,107.5,54.5,18.7,2.2,16.7,107,Moderate,17.6,54.7,0.9
2744,8/2/2024,Bengaluru,64.3,97.4,28.8,10.6,0.23,21.4,115,Moderate,24.9,39.8,1.9
2745,8/2/2024,Hyderabad,37.8,50.1,23.8,3.3,0.49,20.4,66,Satisfactory,29.5,68.8,3.9
2746,8/2/2024,Kolkata,41.5,72,12,3.9,1.45,26.5,67,Satisfactory,37.2,23.6,1.4
2747,8/2/2024,Ahmedabad,208.6,309.1,56.7,11,0.77,34.1,367,Very Poor,29.9,27.5,3
2748,8/2/2024,Hyderabad,30.8,47.5,29.7,8.2,0.82,26.8,55,Satisfactory,29.9,72.5,3.3
2749,9/2/2024,Mumbai,65.3,89.9,28.6,10.9,0.82,11.8,166,Moderate,21,62.6,0.8
2750,9/2/2024,Jaipur,256.4,370.2,30.5,4.6,0.98,20.5,410,Severe,16.8,70,3.1
2751,9/2/2024,Kolkata,103.9,150.2,48.6,5.3,1.07,70.4,275,Poor,28,34.4,7.4
2752,9/2/2024,Delhi,73.7,135.2,37.5,11.2,1.57,43.1,166,Moderate,24.5,94.3,0.3
2753,9/2/2024,Hyderabad,78.2,128.1,23.4,10.3,0.78,37.4,127,Moderate,30,47.2,2.2
2754,9/2/2024,Lucknow,127.3,176.5,32.4,13,1.65,55.5,393,Very Poor,29.6,63.6,2.9
2755,9/2/2024,Lucknow,91.6,154.2,25.9,11.7,0.39,28.6,279,Poor,18.2,71.4,1.3
2756,9/2/2024,Hyderabad,26.7,36.7,34.5,31.5,0.71,28.3,13,Good,30,46.6,0.6
2757,9/2/2024,Pune,149.3,239,20.2,14.9,0.83,42.4,387,Very Poor,20.5,41.3,2.4
2758,10/2/2024,Lucknow,61.6,90.3,77.8,7.5,0.43,30.6,131,Moderate,27.1,88.8,0.3
2759,10/2/2024,Delhi,197.8,287,30.9,4.3,1.43,20.9,344,Very Poor,16,86.6,1.7
2760,10/2/2024,Chennai,95.4,158.5,21.4,6.9,0.5,41.6,284,Poor,27.7,46.4,1
2761,10/2/2024,Pune,44.3,64.9,4.5,11.4,1.39,61.8,51,Satisfactory,34.8,87.2,1.5
2762,10/2/2024,Kolkata,104.9,174.4,8.3,13.2,1.01,67.6,231,Poor,21,90.7,3
2763,10/2/2024,Delhi,170,290.5,23.4,2.3,2.62,74.9,335,Very Poor,29.6,82,3.7
2764,10/2/2024,Bengaluru,74.9,107.3,2,1,0.4,50.6,144,Moderate,32.3,72.5,3.1
2765,11/2/2024,Mumbai,49.7,92.2,28.8,3.2,0.1,30.1,57,Satisfactory,31.6,79,1.9
2766,11/2/2024,Pune,81.8,135.1,56,2.3,1.19,35,176,Moderate,19.7,49.6,0.7
2767,11/2/2024,Bengaluru,68.6,122.9,25.6,10.3,0.6,35.9,172,Moderate,29.1,66.4,2.6
2768,11/2/2024,Chennai,69.4,91.3,20.5,1,0.37,70,129,Moderate,28.4,41.2,1.3
2769,11/2/2024,Pune,82.9,141,19.5,3.1,3.03,24.3,117,Moderate,28.3,32,6.2
2770,11/2/2024,Hyderabad,106.1,148.8,22.2,12.2,0.17,14.7,262,Poor,27,77.9,3.5
2771,11/2/2024,Chennai,164.2,276,16.7,16.3,3.32,12.3,353,Very Poor,22.6,39.3,2.4
2772,11/2/2024,Lucknow,58.1,103.5,32,1,1.03,66.9,76,Satisfactory,28.9,71.3,1.8
2773,11/2/2024,Hyderabad,54.3,77.8,22.3,6.3,0.94,38.6,75,Satisfactory,35.6,51.9,4.1
2774,12/2/2024,Bengaluru,106.6,180.5,16.9,1.7,0.31,21.8,228,Poor,21.4,64,6.1
2775,12/2/2024,Ahmedabad,75.6,142.8,15,6.1,0.79,28.8,183,Moderate,30,82.8,2.5
2776,12/2/2024,Kolkata,42.5,58,17,16.5,0.59,31.6,61,Satisfactory,21.7,90.8,1.8
2777,12/2/2024,Ahmedabad,41.4,62.2,29.5,7,1.61,16.8,55,Satisfactory,32.1,79.6,1.7
2778,12/2/2024,Hyderabad,52.6,96,10.8,1.4,0.49,19.1,73,Satisfactory,28.1,81.7,2.2
2779,12/2/2024,Hyderabad,91.5,166.3,51,6.6,0.24,43.8,228,Poor,16.4,82.9,1.9
2780,13-02-2024,Chennai,53.1,95.2,11.2,2.8,0.47,16,63,Satisfactory,29.1,66.6,3.8
2781,13-02-2024,Delhi,130.6,217.1,54.7,1.1,0.35,55.9,324,Very Poor,31.8,91.9,0.7
2782,13-02-2024,Bengaluru,80.9,153.3,37,2.8,0.36,33.2,139,Moderate,21,49,3.6
2783,13-02-2024,Jaipur,94.8,130.1,28,16,0.61,21.7,228,Poor,22.3,87.8,1.3
2784,14-02-2024,Delhi,60.2,97.7,54.1,7.2,1.73,62.2,127,Moderate,30.3,35.3,1.4
2785,14-02-2024,Hyderabad,22,40.3,16.4,16.7,0.94,8.3,8,Good,27,29.1,0.7
2786,14-02-2024,Jaipur,100.5,187.5,11,11.6,2.65,8,295,Poor,29,83.7,3.1
2787,15-02-2024,Delhi,128.9,183.7,18.8,25.1,0.41,42.6,373,Very Poor,31.4,27,2.5
2788,15-02-2024,Pune,97.9,168.2,45,7.6,0.18,29.7,277,Poor,26.1,37.3,1.3
2789,15-02-2024,Hyderabad,171.6,244,17.8,11.9,1.65,26.9,316,Very Poor,25.1,58.6,1.6
2790,15-02-2024,Kolkata,140.5,205.3,9.1,5.9,1.32,16.1,305,Very Poor,23.9,33.4,1.4
